Reducer,Classifier,F1 Score,AUC,p-value AUC,p-value F1
LLE,KNN,0.5,0.8551435406698564,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.5806451612903226,0.888507326007326,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.6285714285714286,0.8809808612440192,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.6060606060606061,0.817822966507177,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.6470588235294118,0.8458133971291866,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.5142857142857142,0.9123205741626793,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.5294117647058824,0.8392857142857143,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.48484848484848486,0.8706937799043062,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.6666666666666666,0.8964114832535885,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.7272727272727273,0.8966507177033494,2.2863950047539425e-18,6.089112910905895e-44
LLE,KNN,0.48484848484848486,0.8870813397129187,2.2863950047539425e-18,6.089112910905895e-44
LLE,RandomForest,0.5625,0.9209020146520146,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5882352941176471,0.9279904306220096,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.41379310344827586,0.8785885167464115,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5333333333333333,0.9511961722488038,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5625,0.925598086124402,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6,0.9512362637362638,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5,0.9277511961722488,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6060606060606061,0.9302631578947369,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.35714285714285715,0.8125598086124403,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6060606060606061,0.936244019138756,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6285714285714286,0.9029304029304028,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.3870967741935484,0.8430622009569377,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5806451612903226,0.9032296650717704,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5806451612903226,0.9516746411483253,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5625,0.8578947368421053,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6451612903225806,0.913003663003663,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5882352941176471,0.8117224880382774,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.3076923076923077,0.8593301435406698,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5,0.904665071770335,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6111111111111112,0.9406698564593301,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5454545454545454,0.9221611721611721,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5294117647058824,0.8935406698564594,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.4666666666666667,0.9266746411483254,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.48484848484848486,0.916267942583732,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.4827586206896552,0.8891148325358852,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5,0.9237637362637362,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.47058823529411764,0.9368421052631579,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.45161290322580644,0.8959330143540669,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.48484848484848486,0.9132775119617226,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5,0.8623205741626794,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5263157894736842,0.879349816849817,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5333333333333333,0.9,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.4444444444444444,0.8830143540669856,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5161290322580645,0.8838516746411483,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5882352941176471,0.9708133971291866,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5882352941176471,0.9134615384615384,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6666666666666666,0.9425837320574163,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5,0.8534688995215312,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5294117647058824,0.9309808612440191,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.4827586206896552,0.8543062200956937,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5333333333333333,0.9203296703296703,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5714285714285714,0.9246411483253588,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.4666666666666667,0.8996411483253589,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.6285714285714286,0.8741626794258373,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5882352941176471,0.9287081339712918,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5555555555555556,0.8761446886446886,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.48484848484848486,0.8635167464114832,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5714285714285714,0.9021531100478469,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5806451612903226,0.9483253588516747,3.803396619411897e-12,2.5092011822000966e-44
LLE,RandomForest,0.5333333333333333,0.9186602870813397,3.803396619411897e-12,2.5092011822000966e-44
SpectralEmbedding,SVM,0.0,0.8159340659340659,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9234449760765551,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8212918660287082,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.873444976076555,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8509569377990431,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9029304029304029,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8875598086124402,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8588516746411483,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.6330143540669857,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.834688995215311,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8937728937728938,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8095693779904306,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8700956937799043,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.938755980861244,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.7574162679425838,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8972069597069596,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.766267942583732,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8729665071770334,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8677033492822966,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8964114832535885,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.888507326007326,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8641148325358852,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.812200956937799,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8760765550239235,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8624401913875598,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8784340659340659,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9552631578947368,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9136363636363637,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8210526315789474,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8320574162679426,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8008241758241759,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.7605263157894737,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.841866028708134,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8586124401913876,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8645933014354066,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9432234432234432,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.891866028708134,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.823444976076555,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.717822966507177,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9270334928229665,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9537545787545787,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.9476076555023923,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.7528708133971291,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8110047846889952,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.869377990430622,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8463827838827839,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.7090909090909091,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.7956937799043062,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8700956937799043,1.1595148866951188e-14,
SpectralEmbedding,SVM,0.0,0.8822966507177034,1.1595148866951188e-14,
SpectralEmbedding,LogisticRegression,0.0,0.9132326007326005,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9535885167464115,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9098086124401914,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.933732057416268,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9442583732057416,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9773351648351648,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.942822966507177,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9289473684210526,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.8253588516746411,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9660287081339712,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9278846153846153,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9406698564593301,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9253588516746412,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9433014354066985,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.8988038277511963,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.967948717948718,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9177033492822967,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.8892344497607655,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9196172248803827,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9497607655502392,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9361263736263736,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9366028708133971,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.929665071770335,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.934688995215311,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9055023923444976,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9292582417582418,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9576555023923444,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.917224880382775,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9406698564593302,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9050239234449762,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.8903388278388278,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.939712918660287,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9112440191387561,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9284688995215311,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9866028708133971,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.936584249084249,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.962200956937799,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9011961722488038,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.952153110047847,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.898803827751196,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9397893772893773,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9710526315789474,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9026315789473685,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.8866028708133971,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.937799043062201,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9242216117216118,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9021531100478468,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9406698564593301,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9533492822966507,1.4900780625168467e-05,
SpectralEmbedding,LogisticRegression,0.0,0.9234449760765551,1.4900780625168467e-05,
SpectralEmbedding,KNN,0.75,0.9292582417582418,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6285714285714286,0.8998803827751197,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5882352941176471,0.8028708133971292,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7058823529411765,0.9282296650717703,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6111111111111112,0.8916267942583732,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7,0.9286858974358974,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.8776315789473685,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.631578947368421,0.8744019138755981,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5185185185185185,0.8716507177033492,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.65,0.8954545454545455,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6857142857142857,0.9159798534798533,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6285714285714286,0.8675837320574163,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.631578947368421,0.8950956937799044,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5882352941176471,0.9210526315789472,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5454545454545454,0.8424641148325359,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7222222222222222,0.9391025641025641,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6111111111111112,0.8407894736842105,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.47058823529411764,0.817822966507177,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7058823529411765,0.8546650717703349,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.717948717948718,0.9239234449760766,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.8769459706959706,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.8946172248803829,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6470588235294118,0.9252392344497606,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6060606060606061,0.8474880382775118,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6842105263157895,0.9248803827751196,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6060606060606061,0.9022435897435898,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.717948717948718,0.9276315789473684,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.625,0.8983253588516747,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.55,0.8836124401913876,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6829268292682927,0.8767942583732058,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6046511627906976,0.8872481684981685,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5882352941176471,0.9179425837320573,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5185185185185185,0.786842105263158,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6060606060606061,0.848444976076555,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7692307692307693,0.9795454545454545,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.8545100732600731,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7428571428571429,0.9299043062200957,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6060606060606061,0.8905502392344498,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.8985645933014355,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6111111111111112,0.8720095693779905,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.9117445054945055,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6666666666666666,0.944736842105263,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6285714285714286,0.8721291866028709,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5853658536585366,0.8204545454545454,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6857142857142857,0.9205741626794257,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.5714285714285714,0.840315934065934,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6285714285714286,0.8679425837320575,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7317073170731707,0.8801435406698566,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.7647058823529411,0.9116028708133972,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,KNN,0.6470588235294118,0.8472488038277513,6.515295578146169e-16,9.379188472971373e-51
SpectralEmbedding,RandomForest,0.6285714285714286,0.9426510989010989,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7,0.9517942583732057,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.625,0.8980861244019138,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7777777777777778,0.941866028708134,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.48484848484848486,0.9523923444976077,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6666666666666666,0.9652014652014652,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6470588235294118,0.9332535885167464,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6666666666666666,0.9216507177033493,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.38461538461538464,0.8766746411483254,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7368421052631579,0.9434210526315789,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7222222222222222,0.9590201465201466,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5294117647058824,0.9650717703349282,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7368421052631579,0.9056220095693779,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7222222222222222,0.9618421052631579,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5294117647058824,0.8971291866028708,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7368421052631579,0.9816849816849818,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6857142857142857,0.9180622009569378,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.48484848484848486,0.900598086124402,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6857142857142857,0.9407894736842106,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7027027027027027,0.971531100478469,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6190476190476191,0.9427655677655676,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7058823529411765,0.9409090909090909,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.625,0.9666267942583732,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6842105263157895,0.9403110047846889,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.8333333333333334,0.9325358851674641,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6060606060606061,0.9638278388278388,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6666666666666666,0.9698564593301436,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6857142857142857,0.9350478468899521,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5789473684210527,0.9326555023923445,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6486486486486487,0.9092105263157895,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5777777777777777,0.9109432234432235,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7058823529411765,0.9555023923444975,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6206896551724138,0.9251196172248803,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5806451612903226,0.9456937799043063,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7567567567567568,0.9800239234449761,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6666666666666666,0.9499771062271063,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7692307692307693,0.9672248803827751,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6470588235294118,0.9393540669856459,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6857142857142857,0.9253588516746412,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6666666666666666,0.9271531100478468,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7027027027027027,0.9523809523809524,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7058823529411765,0.9732057416267943,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6060606060606061,0.8972488038277511,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.55,0.9135167464114833,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7222222222222222,0.9584928229665072,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6111111111111112,0.9410485347985347,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6470588235294118,0.9211722488038278,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.7619047619047619,0.9531100478468899,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.6875,0.9794258373205741,0.013696068577133073,1.6844794738344584e-45
SpectralEmbedding,RandomForest,0.5333333333333333,0.9221291866028708,0.013696068577133073,1.6844794738344584e-45
